text,basic_relationship,subtype_label
"  So do you Fast Eddie,  I quit Eddie I cant beat you Willie give him the stakes  You got yourself a pool player,  Lets go,  Thousand dollars a game,  Thats good Eddie For how much,  You watch me,  Games over Eddie,  Preach get it at Johnnys  You got a bet,  Preach Go down and get me some White Tavern whisky a glass and some ice,  Very good shot,  Thats what the games all about,  Nine ball  Three ball,  Twelve Cross side,  Now I know why they call you Fast Eddie Eddie you talk my kind of talk  Sausage Rack em up,  Hundred dollars,  Big John You think this boy is a hustler,  I hear youve been looking for me,  California Is your name Felson Eddie Felson,  Where do you come from,  Is that a fact,  Now and then You know how it is",friend,Close Acquaintance
"  I want to talk  I just learned again,  He wanted me to see  he thinks I was  infected by you,  Do you still want me to stay,  Before when I was one of them I would look at this and it was just strangers  Now I remember,  I dont know,  Humans,  Yes,  I dont know,  I know it  What do you want Robert,  You know what I mean,  What do you want,  You are The Human  The Hunter  The thing that comes in the day and kills ,  You hunt us like animals  do you know how many you have slaughtered,  You want to kill them,  You want to find them,  What,  Was this  beautiful  Before,  Dark and large  With vines  no not vines  Not alive,  We move  Place to place,  With them,  It was warm  I was outside  The ocean,  It comes back  Flashes  My name,  Yes,  It is not arguing to speak the truth,  That is not now human,  I cant live like you do  all your machines and  cold metal and sharp corners ,  You  think I am  Im    an animal",pleasant,Diverse Work
"  That sounds charming  What are you planning to do tomorrow,  Tell me about the interesting people you met wont you,  That sounds charming  Did you meet any interesting people today",friend,Superficial Acquaintance
"  What,  Well its not supposed to be done anyway,  Besides if we get a lot of work done this summer itll be done,  Yeah but when your mother came whats the first thing you showed her,  It was at Dianes party in Malibu and I had just broken up with Todd and I was loaded for bear any man who had the nerve to come at me  watch out  So you come sauntering in  you know that saunter you do That watch out baby here comes Mr Smooth thing",friend,Close Acquaintance
"  I guess you could say that,  Im am architect  Im working on a site back in ,  Thats fine,  Please",friend,Close Acquaintance
"  Good night,  Its his nightmare  He still hasnt gotten over it  about the other side of the hill,  George youre acting very strangely,  Yes  but ,  You did  Why Where were you They said you left hours ago We were worried,  Wheres your car,  I will  But isnt that odd  about my dream  ,  You dont have to  The school bus stops right outside here at 730 Ive got to run",pleasant,Diverse Work
"  Of course,  Mr Gardner I dont think this is the place to discuss this matter,  Mr Gardner I ,  Children often have trouble adjusting to a new school,  We were having a little talk,  Yes I do Mr Gardner",family,Conjugal
  This is a new town for you  Do you like it here,friend,Superficial Acquaintance
"  What kind Mom,  I have school,  Dont go over the hill Mom Please,  The back door was open,  What  I ,  What happened to your other slipper,  No Mom  It wasnt a plane,  Mom  this is the best show all year",friend,Close Acquaintance
"  You bet it did,  Are you all right,  With you I dont understand why you cant just show someone how to plant the virus somebody trained for this kind of mission,  I wanted a career Didnt you ever want to be part of something special,  Hes a good man,  I take it youve heard,  David dont,  I cant leave We have to tell this to the President,  What do you want me to do,  And when is the countdown supposed to expire,  David Howd you get this number,  What,  Youre being paranoid,  In case you havent noticed were in a little bit of a crisis here,  This is not the time or the place to have this same old discussion",pleasant,Diverse Work
"  David thought I was having an affair which I wasnt,  Were losing them,  Ill bet,  More than likely",friend,Superficial Acquaintance
  Can we expect the same kid of panic here as in Russia,pleasant,Diverse Work
"  I want you should know Im very proud of you son,  Whatd I say,  David youre drunk,  This I can see,  What was it Roswell You had the space ship the bodies everything locked up in a bunker the what is it Area fifty one Thats it Area fifty one You knew and you didnt do nothing,  Its Air Force One for crying out loud Still he gets sick,  You punched the President in the face,  You can do that,  Its perfect the line is busy,  You try Martin,  Spunky,  Not listed huh,  You think an important person like Constance is going to be listed,  All Im saying is theyve got people who handle these things David They want HBO theyll call you,  And youre going to educate them Tell me something youre so smart how come you spent eight years at MIT to become a cable repairman,  You think they dont know what you know Believe me they know She works for the President They know everything,  Its the White House for crying out loud You cant just drive up and ring the bell,  You want to borrow the car You dont have a license,  The television said theyve started with the looting already Vultures,  Three four Move on Its not healthy,  Im only saying its been what Four years you still havent signed your divorce papers,  You dont move soon Ill begin to decompose,  So think already",friend,Superficial Acquaintance
  What are you waiting My social security will expire youll still be sitting there,friend,Close Acquaintance
"  Doesnt matter Games over,  You as well,  Its not me Theyre overriding the system,  Get us out of here,  Must be thousands of them What are they doing,  What the hell are you doing,  Well meet you there",pleasant,Diverse Work
"  Roger,  Wheres it headed,  Im a pilot Will This is where I belong,  Then find them,  But what General,  And our troops here,  Howre we doing,  Were being exterminated,  And our forces,  Atlanta Chicago and Philadelphia destroyed,  Where are they,  Any news on my wife,  And get those helicopters away from the ship Call them back immediately,  Then God help us,  I had a feeling you would",pleasant,Diverse Work
"  With your permission Mr President Id like to remain my your side,  How long would their shields be down,  Christ why didnt you say anything about this when they first arrived You could have warned us before we launched a counter attack that cost us hundreds of American pilots,  You were the head of the National Intelligence Agency You knew all about this When were you planning on informing the rest of us,  My God the Vice President and the Joint Chiefs,  Were trying to communicate with them on all frequencies but were getting nowhere Atlantic Command is working on a type of visual communication,  Sir I strongly recommend we move you to a secured location immediately,  Thats not your call to make Mr Nimziki",friend,Close Acquaintance
